settore_attivita,n_dipendenti,metri_quadri,numero_sedi,percentuale_tempo_determinato,certificazione_iso_45001,settore_regolamentato,presenza_macchinari_pesanti,lavoro_in_quota,presenza_sostanze_chimiche,rumorosita_db,presenza_videoterminali,temperatura_ambiente,presenza_sistemi_elettrici,numero_macchinari,quantita_sostanze_chimiche,rischio_meccanico,rischio_caduta,rischio_chimico,rischio_rumore,rischio_elettrico,rischio_informatica
Tecnologia,505,7895,3,55.825232260975255,1,0,1,1,1,47.038175578188664,0,18.7313499675442,1,46,264.973722129924,0.9613575433125617,0.8704222691676137,0.264973722129924,0.1173029263031444,0.8,0.2
Industria manifatturiera,237,613,1,2.3602242468408474,0,1,0,1,1,40.63728791737656,1,31.93095966347777,0,73,172.03958782709216,0.7349552805470914,0.7745245116153265,0.17203958782709217,0.010621465289609352,0.1,0.7
Commercio,526,7826,8,51.523170337971905,0,0,0,0,1,80.4454774411158,0,29.727402809901122,1,83,657.0325101271322,0.8889161517463391,0.06240939121957994,0.6570325101271323,0.6740912906852633,0.8,0.2
Industria manifatturiera,785,5170,7,92.33466479069419,1,1,1,0,1,88.19208572459043,0,20.01394616510874,0,71,774.6852993538981,0.9667256445627437,0.13813338978091602,0.7746852993538982,0.8032014287431738,0.1,0.2
Turismo,709,8779,1,67.09754101990104,1,0,0,1,0,96.66340077487095,0,33.35722438143249,1,41,47.4917730163259,0.6636033521327079,0.910334797056666,0.0,0.9443900129145159,0.8,0.2
Agricoltura,329,9759,5,17.006792036521567,0,0,0,1,0,41.1085157798671,0,24.980025813452613,1,97,877.5445629301495,0.7847205215706399,0.9013208536373225,0.0,0.01847526299778496,0.8,0.2
Trasporti e logistica,796,6299,2,22.284996161235572,0,0,1,0,1,79.58479113257165,1,32.186382755895885,1,5,966.3253953864071,0.7098890128485087,0.15063134040140888,0.966325395386407,0.6597465188761942,0.8,0.7
Agricoltura,470,4195,5,3.892471122801966,0,0,1,1,0,50.84049099083032,1,32.373107184841224,0,77,575.2948395993465,0.7107139429701641,0.9060565352936909,0.0,0.18067484984717197,0.1,0.7
Edilizia,57,3379,1,31.275356693815958,1,0,0,0,0,74.19168639992286,0,19.1788636860994,0,9,414.6226776792218,0.15819443693729207,0.10298666901953635,0.0,0.5698614399987143,0.1,0.2
Commercio,118,9728,6,84.6386963446542,1,0,0,0,1,87.62703578182101,0,31.056393794176522,1,46,445.40191335321,0.6281627897851915,0.055409664463817454,0.44540191335321,0.7937839296970168,0.8,0.2
Sanità,351,8268,8,55.24198281452038,1,0,1,1,1,72.56087762516452,1,17.089053389288882,1,75,554.8371229576311,0.6310032670086515,0.9356769730423276,0.5548371229576311,0.542681293752742,0.8,0.7
Agricoltura,991,1655,7,71.58716266262898,1,0,1,0,1,46.715983122823246,1,21.073862730452863,0,74,414.028080815807,0.9041971296219719,0.06907386245213001,0.414028080815807,0.1119330520470541,0.1,0.7
Agricoltura,728,5062,7,42.52082894169443,0,0,1,1,0,69.84236635420204,1,17.63909453517578,1,87,225.1563434657712,0.6398417561961336,0.8323266907379544,0.0,0.49737277257003404,0.8,0.7
Media e intrattenimento,440,5683,7,72.41222391804911,1,0,1,1,0,47.615343266578655,1,15.767748272579983,0,78,617.2090475443883,0.8893586894942973,0.7723075434525873,0.0,0.12692238777631093,0.1,0.7
Commercio,495,2377,4,0.9421979633114641,0,0,1,1,0,51.062072932591086,1,24.893662400000284,0,90,515.1840581693291,0.6106760468042537,0.757605375115635,0.0,0.18436788220985142,0.1,0.7
Finanza e assicurazioni,499,3892,9,20.831341807776816,0,0,0,1,0,68.3600327532158,0,18.533885135213353,0,65,202.6650471355832,0.6329690846677136,0.8174766887346205,0.0,0.4726672125535967,0.1,0.2
Commercio,567,3695,9,73.03073639301255,0,0,0,1,0,48.55987813661221,1,20.187686383008245,1,80,928.8013334723248,0.9628099298534463,0.9527808946129959,0.0,0.14266463561020354,0.8,0.7
Sanità,936,5010,4,63.35332801714313,0,0,1,0,0,75.50855161623846,1,23.28090052630046,1,67,404.98738524405866,0.9193200351452342,0.058951095823462654,0.0,0.5918091936039744,0.8,0.7
Industria manifatturiera,982,6735,8,20.935948482715027,1,1,0,0,0,60.43999502693919,0,15.278980028248487,0,4,453.3113380963437,0.26240575261104326,0.06857791731461851,0.0,0.3406665837823198,0.1,0.2
Energia,697,820,7,39.71017081213483,1,1,1,0,0,45.07605046695657,0,22.702671088416864,1,23,776.8326965013975,0.702938856038675,0.019271753247931157,0.0,0.08460084111594289,0.8,0.2
Sanità,998,2918,8,56.923989513268495,0,0,0,1,0,44.92711396233312,1,16.015838194870266,1,98,581.8809425637038,0.7796049420108172,0.7582112575980291,0.0,0.08211856603888527,0.8,0.7
Servizi,505,1735,7,86.77079293434618,0,0,1,0,0,68.78437152410422,1,28.842734766296275,1,66,402.01929338274556,0.8080294933000838,0.1648750465951542,0.0,0.4797395254017369,0.8,0.7
Turismo,581,589,6,78.76074684715022,0,0,0,1,0,59.59876173123802,1,30.219583600626116,0,1,979.0371491574656,0.27683877057125955,0.8141779228423521,0.0,0.32664602885396704,0.1,0.7
Educazione,402,249,5,81.93708896877749,1,0,1,1,1,56.63243326675009,1,21.664558824975682,1,29,950.2168461737368,0.6146814682913099,0.829056731698443,0.9502168461737368,0.2772072211125015,0.8,0.7
Servizi,140,3284,6,75.13251073982467,0,0,1,0,0,62.138051285582065,1,28.419703997535777,1,29,815.4445702601865,0.780537264306416,0.11622729993406616,0.0,0.36896752142636774,0.8,0.7
Telecomunicazioni,39,3873,8,56.68283337843001,1,0,0,0,0,58.374106320903905,0,24.157396263302637,0,12,994.441786791344,0.06586830110799859,0.05039667025556212,0.0,0.30623510534839843,0.1,0.2
Energia,600,7264,2,80.50468396336763,1,1,1,1,0,48.20636424562003,1,32.96917143083351,1,37,452.95320469860656,0.6467005779861982,0.8080369121233895,0.0,0.1367727374270005,0.8,0.7
Agricoltura,929,1415,9,5.325027999903098,1,0,1,1,1,86.27558113733983,0,19.477882571094693,1,14,514.9826952691607,0.8891535105885515,0.8826511411536735,0.5149826952691606,0.7712596856223305,0.8,0.2
Trasporti e logistica,779,3250,3,61.01871300613099,0,0,1,1,0,43.768972149555275,1,20.904025541137976,1,13,375.0172485575888,0.7436919880430153,0.8205375028095072,0.0,0.06281620249258792,0.8,0.7
Tecnologia,981,3826,1,97.71724517024177,1,0,1,1,0,61.86196297883738,1,19.97623113059196,1,86,280.7470102548032,0.9569196795387371,0.9652848139510133,0.0,0.3643660496472897,0.8,0.7
Educazione,990,8788,7,67.50153196297617,0,0,1,0,0,70.36669796965917,0,19.74705074632963,0,83,281.2948558336394,0.6655810819387981,0.12923950643914353,0.0,0.5061116328276528,0.1,0.2
Edilizia,485,7306,3,32.22960952958399,0,0,1,0,1,44.98948645739932,0,31.600027530345113,0,1,395.89313218495846,0.7339881513413246,0.022323722104691603,0.3958931321849585,0.08315810762332206,0.1,0.2
Finanza e assicurazioni,264,9812,2,28.724340140507,0,0,0,1,0,48.64244998320774,1,30.79592310892254,1,71,187.51017850874686,0.7717962675420633,0.7352746991085881,0.0,0.14404083305346232,0.8,0.7
Media e intrattenimento,719,4467,9,77.0552049347077,0,0,1,1,1,48.70539800106299,1,34.38253955584364,0,25,402.1391512395359,0.7132012909879342,0.8659542271583747,0.4021391512395359,0.14508996668438315,0.1,0.7
Edilizia,969,3803,3,44.533687760518795,1,0,1,1,1,83.45296115725567,0,28.910226011467547,1,74,729.5811695555709,0.672971397114597,0.8334596561949456,0.729581169555571,0.7242160192875945,0.8,0.2
Sanità,529,2490,8,24.011997376852168,0,0,1,1,1,77.69671132946374,1,26.920208495456997,1,8,958.0628257877113,0.8314640243473053,0.7431653275431307,0.9580628257877113,0.628278522157729,0.8,0.7
Media e intrattenimento,486,4633,1,68.56309292036052,0,0,1,1,1,44.01744258259188,1,30.94078684154269,0,32,244.88460841048865,0.8775946884237372,0.9639981894200557,0.24488460841048865,0.06695737637653139,0.1,0.7
Energia,993,1909,4,19.48219587297143,1,1,0,1,0,58.109098373828985,1,20.112294057982567,1,56,871.8350532781889,0.7659098841006465,0.847944302408433,0.0,0.30181830623048306,0.8,0.7
Telecomunicazioni,497,7688,3,22.052007506328042,0,0,0,1,1,62.97929232978111,0,28.221411538643714,1,93,456.3702532624889,0.7293448323765143,0.7749583249406853,0.4563702532624889,0.3829882054963518,0.8,0.2
Sanità,131,2998,3,37.40771927180374,1,0,0,1,1,79.66424330580276,0,19.473651014904547,1,59,195.53074083571954,0.9524707317962606,0.8064252400815841,0.19553074083571953,0.6610707217633792,0.8,0.2
Educazione,639,6908,6,82.01117573691185,1,0,1,1,0,89.64416449553994,0,25.904929697594163,0,98,274.04280123938173,0.8004281828403329,0.8365415611787523,0.0,0.8274027415923323,0.1,0.2
Trasporti e logistica,303,8334,6,1.2208196076744393,1,0,1,0,1,59.90219357388768,1,17.217468249397804,0,44,384.4139193947989,0.6344786958394062,0.008658220610780231,0.3844139193947989,0.3317032262314613,0.1,0.7
Agricoltura,452,488,2,33.743315044192165,1,0,1,1,1,82.49211459834898,1,27.188471271035816,1,19,392.86776675005007,0.9316592735236927,0.774645860999515,0.3928677667500501,0.7082019099724829,0.8,0.7
Energia,579,2899,9,39.09703890574819,1,1,1,1,0,51.96861859522546,0,34.4395413776393,1,76,84.18048418494229,0.7889912380854184,0.9695357869184602,0.0,0.19947697658709096,0.8,0.2
Energia,756,2900,9,91.57121598970284,1,1,0,1,0,88.35987935783984,1,21.890840426790216,0,90,307.7031931381227,0.8181532158989075,0.8600298166022984,0.0,0.8059979892973307,0.1,0.7
Servizi,66,334,4,42.985819598744136,0,0,1,0,1,92.98862235987599,1,16.441029731740343,1,69,291.2120366276625,0.7102617964673372,0.1502254595530573,0.2912120366276625,0.8831437059979331,0.8,0.7
Turismo,972,4656,7,46.12134954843289,1,0,1,0,0,99.76962895748616,0,17.78417044107816,1,98,743.8414968168297,0.6652363857934698,0.08296954657618233,0.0,0.9961604826247694,0.8,0.2
Turismo,844,1638,2,7.413212087806009,1,0,0,1,0,86.46867245033704,0,23.060790540115256,1,37,13.410888335621095,0.6258279662177466,0.7752158067133059,0.0,0.774477874172284,0.8,0.2
Tecnologia,440,1198,1,5.889950860207216,1,0,0,1,1,92.64715529401995,1,29.831545804348902,0,23,554.1543474642828,0.6949363995162476,0.8794714425081911,0.5541543474642827,0.8774525882336659,0.1,0.7
Servizi,358,3193,4,55.21119463958958,1,0,0,0,1,97.05632469489535,1,18.86056211966728,1,42,400.96404380449326,0.6153870626571974,0.016804270558055955,0.40096404380449324,0.9509387449149226,0.8,0.7
Edilizia,217,275,4,97.326904964366,0,0,0,0,0,97.4930838313235,0,24.225233479275825,1,82,729.4404023074773,0.9701719295854683,0.1756395577636963,0.0,0.9582180638553918,0.8,0.2
Edilizia,348,9503,1,36.63839436088929,0,0,1,0,1,56.42331933742514,1,18.571336070243035,1,52,316.3631781230165,0.8506824438694474,0.08815738752377972,0.3163631781230165,0.2737219889570857,0.8,0.7
Media e intrattenimento,287,947,1,87.94600929485173,0,0,0,0,1,90.82060900289181,0,29.442397758980622,1,43,937.3111354657023,0.9897000542993107,0.0545766129594911,0.9373111354657022,0.8470101500481969,0.8,0.2
Energia,42,7453,8,98.22630241896152,0,1,1,1,1,45.96521173150314,1,34.38513728544727,0,10,346.11935025176666,0.6745249179236914,0.7053615103975246,0.34611935025176666,0.09942019552505231,0.1,0.7
Sanità,242,9818,1,31.834824933604054,0,0,0,0,0,91.13021519957366,1,19.74750481457738,1,98,698.0113621622589,0.9835537271297088,0.05394388856716468,0.0,0.8521702533262275,0.8,0.7
Industria manifatturiera,386,4545,1,26.022875733924288,1,1,1,1,1,95.74174887762663,0,17.274308578556234,0,29,27.712819027953085,0.7953002593002793,0.9321466268275829,0.027712819027953084,0.9290291479604439,0.1,0.2
Industria manifatturiera,414,1493,4,80.07217326264434,1,1,0,1,1,41.34752318677326,0,21.02043797336609,0,3,22.893844863789536,0.038746206892414405,0.7825775173888087,0.022893844863789536,0.022458719779554315,0.1,0.2
Media e intrattenimento,850,519,2,80.86500581242653,0,0,1,1,1,65.9950688886382,0,21.771086949507612,0,19,468.8846585514627,0.8590846729674853,0.8157630174553379,0.46888465855146266,0.43325114814397003,0.1,0.2
Edilizia,644,4910,1,43.687278109585584,0,0,0,1,1,68.1940987394962,1,21.295476038515588,1,13,501.3943548530679,0.1977099242206091,0.7794452629296351,0.5013943548530679,0.46990164565827,0.8,0.7
Turismo,884,1227,2,0.04435723702505001,1,0,0,0,1,45.969393158055205,0,24.16222921855095,1,37,40.049251159029794,0.6068024334776599,0.06510254754547305,0.04004925115902979,0.09948988596758675,0.8,0.2
Media e intrattenimento,988,4728,9,57.3654952603996,0,0,0,1,1,97.14013955256186,0,19.601582675855493,1,27,972.294982164751,0.9872519784500722,0.9677581153948447,0.972294982164751,0.9523356592093644,0.8,0.2
Energia,405,9806,7,42.11568233686063,1,1,1,0,0,49.233901003614285,1,27.11722656181417,1,64,607.1963951620722,0.7650551710091327,0.1273714315531762,0.0,0.15389835006023808,0.8,0.7
Sanità,526,2831,7,21.32704519950408,1,0,1,1,1,85.40782491004535,1,27.318957474973587,1,25,342.92265383388997,0.8138480370263823,0.8064855790071521,0.34292265383389,0.7567970818340891,0.8,0.7
Trasporti e logistica,41,9068,8,20.41889492247573,0,0,0,0,0,47.49257204198658,0,27.170198077592545,0,56,499.3177551520757,0.625576060732302,0.174155299371276,0.0,0.12487620069977629,0.1,0.2
Turismo,563,3127,2,97.22139643595015,0,0,1,0,0,52.6013091232014,1,16.297169850749434,1,67,770.3067249971907,0.6107832451563878,0.1878104400772816,0.0,0.2100218187200234,0.8,0.7
Finanza e assicurazioni,194,4203,8,74.70391394840634,1,0,1,1,1,58.4504560680368,0,25.051496975948382,0,42,418.2968634886166,0.8461305691658483,0.7158006637229468,0.4182968634886166,0.30750760113394665,0.1,0.2
Educazione,267,5726,2,68.79687522536861,0,0,1,0,1,94.10726894483622,1,16.322509105145635,0,87,104.7607883740892,0.6644697257370458,0.06409920766178534,0.1047607883740892,0.9017878157472704,0.1,0.7
Commercio,440,8609,7,38.84344264484278,1,0,0,0,1,98.53332759718808,0,16.70009814723493,0,77,59.20604767250792,0.6674667326478814,0.14807866422852073,0.05920604767250792,0.9755554599531346,0.1,0.2
Turismo,759,4945,7,12.087741608587631,1,0,0,0,0,84.43475123395024,1,30.193451691401783,0,31,877.2228315157291,0.8018586635077105,0.053894128765050266,0.0,0.7405791872325039,0.1,0.7
Tecnologia,678,3988,6,30.417631589487137,0,0,1,0,1,89.23046394294026,1,20.09357399489523,0,55,967.116714648594,0.7855287374989268,0.13513788542047475,0.967116714648594,0.8205077323823377,0.1,0.7
Educazione,148,4588,5,47.659485130967575,1,0,0,1,1,73.26640929283539,1,17.60800126865811,0,47,693.8237461548495,0.6352600127894149,0.8860279798783894,0.6938237461548494,0.5544401548805898,0.1,0.7
Tecnologia,291,7312,3,44.8674765414594,1,0,1,0,1,41.583113156498186,1,25.381042794684387,0,52,230.02646044433683,0.6007333235950144,0.1203183435927424,0.23002646044433683,0.026385219274969767,0.1,0.7
Servizi,150,6713,8,7.485206723054838,1,0,1,0,1,84.3722218696702,1,26.752326469137095,0,15,130.2755319335045,0.6399151334505336,0.02354853772123802,0.13027553193350452,0.73953703116117,0.1,0.7
Servizi,372,8797,3,72.26118593205057,1,0,0,0,0,85.51381834297985,0,23.14536655926215,0,57,141.1559963920772,0.7292337091609398,0.08520214370317536,0.0,0.7585636390496641,0.1,0.2
Sanità,658,5692,3,73.79773620141751,1,0,1,1,0,99.13668070225671,0,21.803600048029363,0,26,776.9713540014745,0.9916842572089911,0.7194273269648157,0.0,0.9856113450376118,0.1,0.2
Educazione,866,2808,1,40.341476312854226,0,0,1,0,0,79.66810794960014,0,22.27146655482075,0,70,57.58904515273677,0.6961891228755595,0.07969652375628185,0.0,0.6611351324933357,0.1,0.2
Agricoltura,499,8187,4,22.721028865538063,1,0,0,1,1,99.64285954472021,1,27.989665901837093,0,61,789.4717297908043,0.9831205067486329,0.7695591797001561,0.7894717297908043,0.9940476590786702,0.1,0.7
Finanza e assicurazioni,664,7535,4,86.50692712488066,1,0,1,0,1,85.91528892914687,0,22.42916572781514,0,81,375.2304527715313,0.6600449209140614,0.02306723193391922,0.37523045277153133,0.7652548154857811,0.1,0.2
Agricoltura,914,1292,9,67.70088781456012,1,0,0,1,1,88.0160944943156,0,26.30125602401277,0,13,81.6738748384156,0.2715964163105365,0.9392949882581054,0.0816738748384156,0.8002682415719266,0.1,0.2
Servizi,979,860,2,95.18750706758155,1,0,0,1,1,56.14738185503839,0,31.68895627172912,0,52,580.4044027417389,0.7048146193318048,0.8935199022993255,0.5804044027417389,0.2691230309173065,0.1,0.2
Media e intrattenimento,296,9236,3,79.04941595689002,1,0,0,1,0,46.211259559234065,0,22.42623433414347,0,90,284.4262195468618,0.652473924075967,0.8753166010494344,0.0,0.10352099265390109,0.1,0.2
Agricoltura,710,7863,8,6.665473794479071,0,0,0,1,0,51.70869537907272,0,29.31127954002114,1,45,780.8318152010075,0.8629695196857607,0.971480420682703,0.0,0.19514492298454536,0.8,0.2
Industria manifatturiera,758,2106,1,18.50805691486217,1,1,1,0,1,45.635429878744866,1,33.40223624962535,0,49,711.4850839823,0.8491369134368103,0.10743304446311458,0.7114850839823,0.09392383131241443,0.1,0.7
Commercio,890,6010,3,27.20479883915359,1,0,1,1,1,49.93896917650618,1,34.27736783165484,0,47,335.9460510944278,0.7724545863960544,0.8081857153766658,0.33594605109442777,0.16564948627510295,0.1,0.7
Trasporti e logistica,46,3400,7,65.0085211564604,0,0,1,1,1,74.5864736543035,0,21.79875651925505,1,7,195.62009032552442,0.9402224653808118,0.7446129921986072,0.1956200903255244,0.5764412275717251,0.8,0.2
Energia,682,9671,3,37.28208251400697,0,1,0,1,0,91.21124143035263,1,31.272740750376073,0,3,532.9293489727922,0.1853510855274446,0.7786045123878829,0.0,0.8535206905058772,0.1,0.7
Commercio,15,809,2,13.5781643500531,1,0,1,0,1,58.033513760588264,1,31.267344029912987,1,64,873.182077633503,0.6883808279627088,0.1246208406947428,0.873182077633503,0.3005585626764711,0.8,0.7
Edilizia,876,6375,6,94.51955975014864,1,0,0,1,0,48.72861575644027,1,24.3905038477894,1,17,501.0261637612927,0.06453086580559234,0.7785782675540215,0.0,0.1454769292740045,0.8,0.7
Turismo,678,4132,7,94.27186171745647,0,0,1,0,1,45.67957131903204,1,27.11878400392137,0,51,772.044687013976,0.6288273234328402,0.10575390886774537,0.772044687013976,0.09465952198386737,0.1,0.7
Media e intrattenimento,536,1045,9,29.848824707802823,1,0,1,0,0,80.08771991455303,0,17.607657750913077,1,25,941.5334464602884,0.766865505441769,0.15210519555004748,0.0,0.6681286652425505,0.8,0.2
Agricoltura,104,5748,6,5.156265445485342,1,0,0,0,1,63.81642081875508,0,27.4959631492388,0,95,353.1497323452758,0.8398870291960543,0.11011283525061882,0.3531497323452758,0.3969403469792513,0.1,0.2
Turismo,335,3256,1,13.99584413235634,1,0,0,1,0,96.80054957933442,0,19.629778030498656,1,49,100.39275643292456,0.8164793997335189,0.8964918887338404,0.0,0.9466758263222402,0.8,0.2
Energia,939,3905,5,47.428354601542566,1,1,1,0,1,88.43782440603822,0,20.348719436895273,1,6,468.67916355691386,0.6381538243791176,0.029490146528643568,0.46867916355691386,0.8072970734339703,0.8,0.2
Turismo,774,2203,2,76.10438331691769,1,0,0,0,1,84.44845074182012,1,27.553411057251573,1,32,49.0282798080216,0.7042985145127486,0.05739753793794738,0.0490282798080216,0.7408075123636687,0.8,0.7
Finanza e assicurazioni,513,6570,6,76.8701684007592,0,0,1,0,1,40.37437418671287,1,24.77673849375446,0,74,496.14876566583723,0.9640506009263233,0.08692783819354673,0.4961487656658372,0.006239569778547841,0.1,0.7
Finanza e assicurazioni,45,3152,8,91.32954522245599,1,0,0,1,1,66.68610364938904,0,33.03769500021905,1,9,768.4816263602557,0.23230244162608343,0.8458305186725691,0.7684816263602557,0.444768394156484,0.8,0.2
Media e intrattenimento,197,2727,8,97.66639180680606,1,0,1,1,1,79.8865052381721,1,20.516837198925863,0,42,484.0975093737516,0.6601088327218886,0.9139457340654622,0.4840975093737516,0.6647750873028684,0.1,0.7
Industria manifatturiera,577,354,2,92.1535735847173,1,1,0,0,1,49.49533217126801,0,31.009388770318445,0,25,420.4989705940734,0.7402371681660643,0.039403986479510246,0.4204989705940734,0.15825553618780017,0.1,0.2
Finanza e assicurazioni,58,9236,7,54.60477638508512,0,0,1,0,1,54.538046346785954,1,24.421080561069424,0,17,927.6066938599324,0.8549520768292616,0.0711742396242165,0.9276066938599324,0.24230077244643258,0.1,0.7
Edilizia,699,2903,8,82.32905411344268,1,0,0,0,1,79.81379592856969,0,28.99785469333343,1,75,978.4031230970022,0.6769227168363451,0.05745102657388388,0.9784031230970022,0.6635632654761615,0.8,0.2
Educazione,572,9310,4,5.655334791688327,0,0,0,0,0,90.56912754569477,0,22.217510952471798,1,54,212.83250090415308,0.9806714968196268,0.1037867956678255,0.0,0.8428187924282462,0.8,0.2
Sanità,787,2128,7,41.13841292369964,1,0,1,0,0,85.97494122418375,1,31.806909754707608,0,57,42.779893545095035,0.9581990958340804,0.15531851973916203,0.0,0.7662490204030625,0.1,0.7
Industria manifatturiera,861,1463,5,23.690428483844318,0,1,0,1,1,53.79209178873412,0,28.403993011662365,0,62,286.3082465922853,0.7873580470656852,0.7181105746829433,0.28630824659228526,0.22986819647890197,0.1,0.2
Media e intrattenimento,572,4512,4,21.011612449737626,0,0,1,1,0,62.7728627661765,0,17.83606341961501,0,16,660.6464227391983,0.8583467279491432,0.9452312694666223,0.0,0.37954771276960836,0.1,0.2
Industria manifatturiera,497,9075,8,59.613978045170626,0,1,1,0,0,99.99247505379819,1,22.085727881715194,0,42,295.2369682003346,0.909515970134715,0.0077650145675922655,0.0,0.9998745842299698,0.1,0.7
Media e intrattenimento,122,4261,1,10.759622434867588,1,0,0,0,0,83.3853702639403,1,25.13083965904759,1,78,63.945668143802756,0.7909727639898467,0.10220408353911586,0.0,0.723089504399005,0.8,0.7
Finanza e assicurazioni,640,5171,5,30.906927921140948,1,0,1,1,1,92.76606592681154,0,32.88241335902335,1,72,399.3434040715116,0.8573407845372829,0.9199425834698151,0.3993434040715116,0.8794344321135256,0.8,0.2
Agricoltura,578,323,4,98.20283551790358,1,0,0,0,1,47.33999926349186,1,23.249843781641175,1,99,310.67002233612726,0.7092162472248636,0.14181963943745707,0.3106700223361273,0.12233332105819769,0.8,0.7
Sanità,850,9103,8,81.29446285495466,0,0,0,0,0,92.95395666083498,0,22.00293733290395,0,75,282.46704697442226,0.7079256353760134,0.1709636180593259,0.0,0.8825659443472496,0.1,0.2
Media e intrattenimento,340,768,9,71.70551259063872,1,0,0,1,0,70.63144079705259,1,26.383997676311076,0,9,289.10358869519,0.24122366451206845,0.7717688740802866,0.0,0.5105240132842098,0.1,0.7
Trasporti e logistica,909,1302,6,31.887899525453665,1,0,1,0,1,84.75151320458919,1,16.37015753935212,1,92,758.9198534751724,0.6071827644807027,0.13676037827791318,0.7589198534751724,0.7458585534098198,0.8,0.7
Trasporti e logistica,604,6657,8,60.47872371500475,1,0,0,1,1,95.58281574770083,1,29.383297644546964,1,62,56.625143841949274,0.93781679816915,0.8990694619307485,0.05662514384194928,0.9263802624616806,0.8,0.7
Servizi,73,4227,2,68.4333242461399,0,0,1,1,1,53.87696089817513,0,22.947679242993893,1,89,223.2937616761488,0.6246883040100066,0.7225679208220612,0.22329376167614878,0.23128268163625212,0.8,0.2
Agricoltura,854,415,2,63.88747372136735,1,0,1,0,0,93.97433127163558,0,34.725224819304884,1,64,388.77389263954734,0.9224957007246042,0.1887240439398578,0.0,0.899572187860593,0.8,0.2
Trasporti e logistica,465,4702,5,55.28687665205454,0,0,0,1,0,77.07027717713171,1,27.029054691115146,1,21,888.2031780571573,0.799613980046722,0.875288405805305,0.0,0.6178379529521952,0.8,0.7
Energia,78,4197,1,17.811377280306594,0,1,0,1,1,57.806670816125134,1,31.828953042327722,0,72,474.96316908778977,0.8008105496541742,0.8917908803646162,0.47496316908778974,0.2967778469354189,0.1,0.7
Agricoltura,159,8273,6,0.39940704320210463,1,0,1,0,0,63.6118368028751,1,16.221997089443644,0,93,613.0648197236576,0.9021676556144056,0.06117716222041317,0.0,0.3935306133812516,0.1,0.7
Trasporti e logistica,116,7539,5,12.979553517868647,0,0,0,1,0,77.06016201875116,0,24.231490941282416,1,27,17.49769239709087,0.8507652716182161,0.9958647762265603,0.0,0.617669366979186,0.8,0.2
Agricoltura,776,2232,3,84.34198757888555,1,0,0,0,0,75.89259162768772,0,15.850361917322086,0,67,722.4805930546621,0.8950418493790104,0.02087270063884448,0.0,0.5982098604614621,0.1,0.2
Industria manifatturiera,83,1111,3,46.7042288311561,1,1,0,1,0,45.73085207555284,0,26.52528701162128,1,7,881.5302164016523,0.2391137723898852,0.8824596615654131,0.0,0.09551420125921399,0.8,0.2
Agricoltura,985,6086,9,25.84534078709876,0,0,0,0,1,97.62025058224353,0,33.417294824312535,0,48,458.0996656070624,0.6867850350240483,0.08903257379936923,0.4580996656070624,0.9603375097040588,0.1,0.2
Turismo,735,1478,4,72.30151667801458,1,0,0,1,0,79.73761042571161,0,34.271024690371505,0,55,938.1173588415568,0.8272267235639769,0.8033240790158397,0.0,0.6622935070951935,0.1,0.2
Commercio,316,8039,1,79.05758287330458,1,0,1,0,1,89.46223531903416,0,33.444098865436004,0,33,969.7386932073088,0.8242826991795582,0.105103885271967,0.9697386932073088,0.8243705886505694,0.1,0.2
Media e intrattenimento,82,7969,4,98.2827570670101,0,0,0,1,0,57.96490273626899,0,18.418400454656062,1,60,748.5827782211439,0.8890327888914671,0.9604811571510827,0.0,0.2994150456044832,0.8,0.2
Commercio,684,3555,5,10.260493043475316,0,0,0,0,1,68.0931149150727,1,21.347234427535643,0,34,40.87262616295351,0.8950597397507782,0.02479461377969938,0.04087262616295351,0.4682185819178784,0.1,0.7
Commercio,781,446,4,84.7786802758278,0,0,1,1,1,93.5559380614755,0,15.478954162004548,1,43,159.99253499681598,0.9782851500230606,0.7449731436229664,0.15999253499681598,0.8925989676912583,0.8,0.2
Commercio,781,9265,2,86.95550964237161,1,0,1,1,1,99.22021765731324,1,33.14788681343571,1,29,962.3821697351095,0.9026174500794184,0.8871125804329952,0.9623821697351095,0.9870036276218873,0.8,0.7
Edilizia,133,9321,3,91.81074476807196,1,0,0,0,0,75.59765110868622,1,25.91430450497659,1,52,47.573882953723,0.8074678511433748,0.02747814028423832,0.0,0.5932941851447704,0.8,0.7
Educazione,872,8332,7,59.89322031960393,0,0,0,1,1,55.05023889138271,1,17.960441560355257,1,91,449.9944041982933,0.6599540405256494,0.9126305790216627,0.4499944041982933,0.25083731485637856,0.8,0.7
Turismo,104,9110,4,57.25999310058931,0,0,0,1,1,87.42243082585308,1,15.228996709405136,1,94,476.79034447203014,0.9749108722907568,0.8239338880626071,0.47679034447203017,0.7903738470975514,0.8,0.7
Telecomunicazioni,154,1491,7,90.94788404954055,1,0,0,1,0,80.95644544121046,1,16.03661314763581,0,36,405.40017079117706,0.8053209155491947,0.7662904897971338,0.0,0.6826074240201744,0.1,0.7
Media e intrattenimento,775,2318,6,85.97224107621264,1,0,0,0,0,58.623469188312,1,33.32121457392603,1,93,293.2725482608696,0.8085660469603275,0.1844772255117454,0.0,0.3103911531385333,0.8,0.7
Edilizia,963,1908,3,50.93026484046072,1,0,1,1,1,75.99055857058713,0,34.0652900457721,1,24,82.3758373633211,0.8241876489826181,0.7510252286862096,0.0823758373633211,0.5998426428431187,0.8,0.2
